STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,vehicle,Vehicles,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2012,,6.9,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2013,,7.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2014,,7.4,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2015,,7.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2016,,6.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2017,,7.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2018,,7.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2019,,7.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2020,,7.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2021,,6.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2022,,8.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BE,Belgium,2023,,8.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2008,,3.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2009,,3.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2010,,3.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2011,,2.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2012,,2.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2013,,2.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2014,,2.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2015,,1.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2016,,1.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2017,,1.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2018,,1.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2019,,1.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2020,,1.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2021,,1.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2022,,1.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,BG,Bulgaria,2023,,1.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2008,,15.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2009,,15.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2010,,16.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2011,,17.5,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2012,,17.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2013,,17.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2014,,17.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2015,,17.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2016,,17.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2017,,17.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2018,,16.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2019,,17.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2020,,14.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2021,,14.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2022,,16.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CH,Switzerland,2023,,18.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2008,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2009,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2010,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2011,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2012,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2013,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2014,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2015,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2016,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2017,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2018,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2019,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2020,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2021,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2022,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CY,Cyprus,2023,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2008,,6.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2009,,6.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2010,,6.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2011,,6.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2012,,7.3,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2013,,7.5,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2014,,7.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2015,,7.5,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2016,,7.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2017,,8.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2018,,8.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2019,,8.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2020,,7.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2021,,6.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2022,,7.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,CZ,Czechia,2023,,7.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2008,,7.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2009,,7.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2010,,7.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2011,,7.7,,b,break in time series,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2012,,8.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2013,,7.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2014,,7.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2015,,7.5,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2016,,7.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2017,,7.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2018,,8.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2019,,8.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2020,,6.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2021,,6.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2022,,8.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DE,Germany,2023,,8.9,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2008,,7.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2009,,8.3,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2010,,8.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2011,,8.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2012,,8.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2013,,8.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2014,,8.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2015,,8.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2016,,7.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2017,,7.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2018,,7.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2019,,6.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2020,,5.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2021,,5.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2022,,6.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,DK,Denmark,2023,,6.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2008,,1.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2009,,1.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2010,,1.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2011,,1.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2012,,1.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2013,,1.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2014,,1.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2015,,1.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2016,,1.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2017,,1.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2018,,2.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2019,,1.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2020,,1.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2021,,1.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2022,,2.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EE,Estonia,2023,,2.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2008,,1.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2009,,1.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2010,,0.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2011,,0.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2012,,0.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2013,,0.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2014,,0.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2015,,0.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2016,,0.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2017,,0.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2018,,0.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2019,,0.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2020,,0.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2021,,0.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2022,,0.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,EL,Greece,2023,,0.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,TRN,Trains,PC,Percentage,ES,Spain,2008,,4.6,,,,,
