STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,vehicle,Vehicles,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SI,Slovenia,2018,,14.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SI,Slovenia,2019,,15.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SI,Slovenia,2020,,7.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SI,Slovenia,2021,,9.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SI,Slovenia,2022,,17.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SI,Slovenia,2023,,18.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2008,,10.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2009,,10.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2010,,11.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2011,,11.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2012,,12.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2013,,13.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2014,,13.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2015,,13.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2016,,13.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2017,,15.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2018,,17.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2019,,18.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2020,,6.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2021,,8.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2022,,14.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,AC,Aircraft,PC,Percentage,SK,Slovakia,2023,,16.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2008,,9.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2009,,8.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2010,,8.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2011,,8.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2012,,8.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2013,,8.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2014,,8.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2015,,8.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2016,,8.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2017,,8.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2018,,7.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2019,,6.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2020,,8.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2021,,7.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2022,,7.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,AT,Austria,2023,,7.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2008,,13.3,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2009,,12.3,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2010,,11.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2011,,11.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2012,,11.3,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2013,,13.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2014,,10.3,,be,"break in time series, estimated",,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2015,,9.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2016,,9.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2017,,9.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2018,,9.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2019,,9.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2020,,7.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2021,,7.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2022,,8.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BE,Belgium,2023,,9.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2008,,17.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2009,,14.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2010,,13.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2011,,13.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2012,,11.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2013,,11.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2014,,11.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2015,,11.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2016,,11.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2017,,10.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2018,,9.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2019,,9.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2020,,7.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2021,,6.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2022,,7.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,BG,Bulgaria,2023,,6.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2008,,4.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2009,,4.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2010,,4.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2011,,5.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2012,,5.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2013,,5.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2014,,5.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2015,,5.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2016,,5.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2017,,5.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2018,,5.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2019,,5.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2020,,6.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2021,,5.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2022,,5.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CH,Switzerland,2023,,5.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2008,,16.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2009,,15.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2010,,15.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2011,,15.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2012,,15.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2013,,15.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2014,,14.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2015,,14.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2016,,14.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2017,,14.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2018,,14.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2019,,13.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2020,,11.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2021,,11.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2022,,12.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CY,Cyprus,2023,,12.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CZ,Czechia,2008,,15.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CZ,Czechia,2009,,14.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CZ,Czechia,2010,,16.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CZ,Czechia,2011,,14.9,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CZ,Czechia,2012,,14.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CZ,Czechia,2013,,14.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CZ,Czechia,2014,,16.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CZ,Czechia,2015,,14.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CZ,Czechia,2016,,13.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,BUS_TOT,"Motor coaches, buses and trolley buses",PC,Percentage,CZ,Czechia,2017,,13.4,,,,,
