geo,TIME_PERIOD,AFC,DL,FC_E,FC_IND_E,FC_OTH_E,FC_TRA_E,GEP,GEP_MAPCHP,GEP_MAPE,GHP,GHP_MAPCHP,PIB_real_MEUR,PIB_real_NAC,PIB_growth_pct,EMI_CH4,EMI_CH4_CO2E,EMI_CO2,EMI_GHG,EMI_N2O,EFF_PEC_EED,CONS_ELECT_ANNUAL,TRANS_AC,TRANS_BUS_TOT,TRANS_CAR,TRANS_SEAV,TRANS_TRN
BG,1994,2018953.299,94646.227,1835494.5860000001,860154.834,674733.731,300606.019,550575.066,101568.714,398992.83999999997,607250.227,178719.543,,,,805.0642600000001,22541.939420000002,220823.74314,252949.40671,36.11608,,,,,,,
BG,1995,2172483.21,93627.109,1903610.7140000002,965888.242,615654.408,322068.065,594323.417,94282.009,451953.83400000003,626611.1529999999,166703.897,37812.7,73954.0,,814.4136,22803.12034,224216.46247,256342.4864,35.12509,,,,,,,
BG,1996,2233007.806,91312.64600000001,1952042.559,961917.512,673562.349,316562.7,603254.902,83982.215,471011.733,654246.743,178306.919,39781.0,77803.6,5.2,816.5757600000001,22864.091249999998,227528.48118,259501.71246999997,34.30427,,,,,,,
BG,1997,1935913.588,112947.27,1862003.577,1000600.8709999999,538886.11,322516.593,611366.343,68476.293,500659.95900000003,288228.4,209915.18300000002,34165.7,66821.3,-14.1,781.6108300000001,21884.822959999998,219458.74951,250002.81306000001,32.56253,,,,,,,
BG,1998,1866179.93,92153.21299999999,1830836.706,837822.304,588119.284,404895.122,596029.118,63495.09,493673.157,268389.761,192342.74300000002,35460.3,69353.3,3.8,731.34061,20477.52707,211628.55714,239331.56247,27.11709,,,,,,,
BG,1999,1721789.578,116039.78700000001,1608158.289,638184.959,547099.188,422874.143,542974.402,58565.435,447295.967,249865.805,182120.79,32483.0,63530.3,-8.4,685.39471,19190.871700000003,182549.01665,209212.31331,27.98796,,,,,,,
BG,2000,1788860.157,107879.236,1577325.453,641273.795,527645.327,408406.335,570926.298,65121.126000000004,474123.228,231927.596,174217.092,33973.1,66444.6,4.6,688.13745,19267.78854,176366.70051,203345.79265,28.798769999999998,,,,,,,
BG,2001,1756514.193,111936.053,1585325.811,645335.329,517911.62,422078.86100000003,616895.8019999999,70041.41,517417.038,236172.32,181906.014,35272.1,68985.2,3.8,625.95533,17526.669159999998,197177.17019,222574.00165,29.29927,,,,,,,
BG,2002,1711672.679,107822.149,1591770.41,608315.998,543556.4839999999,439897.921,585059.2239999999,62347.024,493640.354,228586.228,179231.097,37343.3,73036.0,5.9,664.9643000000001,18619.14054,184025.4416,210389.94977,28.70868,,,,,,,
BG,2003,1867803.24,112017.302,1708812.642,655972.0430000001,570692.8200000001,482147.777,609951.178,65805.281,506203.48,245365.961,192355.759,39299.0,76861.0,5.2,722.85213,20239.699480000003,202640.86843,230348.27816,27.517490000000002,,,,,,,
BG,2004,1877446.329,97441.568,1710911.845,659811.444,534238.137,516862.263,597685.297,73457.495,493618.954,227326.22,178938.223,41857.5,81865.0,6.5,669.59893,18749.11038,197999.24144,225318.68359,31.48145,,,,,,,
BG,2005,1961548.642,82706.858,1780136.249,649661.534,554517.831,575956.882,622408.925,76339.374,517906.783,232342.827,175680.162,44811.2,87641.7,7.1,638.7681299999999,17885.457589999998,200788.13754999998,227060.41358,30.32029,19.22,,,,,,
BG,2006,2041253.906,80150.599,1845053.226,653710.938,585925.415,605416.868,641492.833,72225.081,540514.553,226032.369,176271.117,47859.5,93603.6,6.8,624.97435,17499.26178,208892.67399,234143.09918999998,27.3273,19.85,,,,,,
BG,2007,2007552.91,87268.046,1827868.472,684338.584,559620.1869999999,583909.702,644211.715,78087.245,535173.54,240083.816,200103.25400000002,51044.2,99832.3,6.7,629.66904,17630.87326,225979.59384,251502.70145,27.56754,19.51,0.1166888888888889,,,,,
BG,2008,1996015.829,89880.145,1770295.201,600760.1359999999,559604.355,609930.709,664885.369,89530.422,562107.072,280638.408,239403.046,54173.0,105951.6,6.1,622.07145,17417.91051,224542.73842,250511.82156,28.98896,19.02,0.12031666666666668,15.3,17.6,63.6,0.0,3.4
BG,2009,1705935.992,79785.498,1553006.146,413151.595,551339.884,588514.665,626987.408,92960.558,531231.1529999999,270823.872,222926.6,52359.8,102405.3,-3.3,600.4598599999999,16813.22643,193817.18356,218417.11892,26.156129999999997,16.91,0.12638888888888888,15.1,14.3,67.5,0.0,3.1
BG,2010,1695867.959,80135.825,1593241.838,436549.062,583263.312,573429.468,685993.2679999999,82733.082,599828.978,259921.147,206765.163,53174.2,103998.0,1.6,616.59598,17264.57733,203922.79908,229887.80815,29.559530000000002,17.4,0.12673333333333334,16.8,13.7,66.6,0.0,3.0
BG,2011,1766133.478,79520.41500000001,1666209.212,455672.92100000003,625736.378,584799.915,759696.007,75913.08,681688.667,253196.761,203311.854,54285.6,106171.8,2.1,651.44079,18240.59237,232118.3865,258636.20783,27.577550000000002,18.57,0.12756666666666666,17.7,13.1,66.3,0.0,2.8
BG,2012,1762394.428,75797.315,1667614.048,431743.755,617243.65,618626.643,691792.218,78557.272,609289.329,256562.862,218368.179,54692.1,106966.8,0.7,624.16354,17476.30885,208777.69913,234673.19876,27.997970000000002,17.83,0.13567222222222222,20.2,11.8,65.5,0.0,2.5
BG,2013,1669832.207,69263.859,1578004.133,437456.27,585041.973,555505.8859999999,634745.4469999999,82019.12700000001,548629.966,235723.245,206965.617,54395.3,106386.2,-0.5,606.2056,16974.0571,182895.17246,209030.30148,30.3303,16.51,0.13537777777777776,20.9,11.1,65.7,0.0,2.3
BG,2014,1738378.757,72498.016,1620023.956,439620.28,560216.396,620187.28,689630.432,81834.908,603674.8929999999,244233.515,211024.20500000002,54911.7,107396.3,0.9,601.4108100000001,16839.16234,193384.17098,220364.39425,33.54351,17.26,0.12967777777777778,21.1,11.9,64.9,0.0,2.0
BG,2015,1852885.667,71528.026,1723619.555,458403.177,579814.853,685401.52,722732.898,59454.648,657160.755,224013.49099999998,185113.313,56777.4,111045.2,3.4,609.69909,17071.30425,205375.4703,232970.57783999998,34.41438,17.96,0.14347222222222222,21.3,11.5,65.4,0.0,1.8
BG,2016,1840757.399,67681.613,1746733.502,446955.618,601736.541,698041.346,649729.853,57096.004,584912.789,213403.64,174491.748,58495.8,114406.1,3.0,594.40381,16643.53691,188430.87263,216211.58559,36.49646,17.67,0.14361666666666667,20.7,11.2,66.4,0.0,1.7
BG,2017,1890970.237,71555.008,1797232.203,471464.25,616990.329,708777.629,663544.069,52232.732,599700.156,191118.823,147751.919,60102.1,117547.6,2.7,589.60902,16509.37288,198281.32324,225608.85347,35.30527,18.32,0.1418611111111111,21.6,10.3,66.4,0.0,1.7
BG,2018,1922950.788,63024.744,1803719.951,473113.805,609212.219,721393.928,676537.382,51756.526,612723.6510000001,159767.38999999998,119241.497,61634.3,120544.4,2.5,559.9293700000001,15678.29263,179174.18519,205528.17285,34.72469,18.23,0.14402222222222222,24.3,9.1,64.9,0.0,1.7
BG,2019,1885648.4510000001,61980.72,1801423.507,463267.45,604971.135,733184.9299999999,631218.393,76729.769,542178.291,163586.244,130926.557,63969.6,125111.7,3.8,536.08555,15010.395400000001,173810.41678,200079.65978000002,36.4364,18.04,0.14005555555555554,25.1,9.8,63.5,0.0,1.7
BG,2020,1883433.625,58342.368,1756131.525,454907.649,611238.633,689985.2390000001,562690.83,78731.607,471491.99199999997,163778.65099999998,129654.83,61912.5,121088.4,-3.2,525.81529,14722.968260000001,147072.39547,172475.85355,34.35432,17.07,0.14105,10.3,7.7,80.2,0.0,1.8
BG,2021,2009658.949,60974.982,1880163.078,489541.321,653142.439,737479.324,682672.348,89841.91,577428.2609999999,172940.522,138240.893,66729.6,130509.8,7.8,545.3848399999999,15270.71546,174321.97783,200596.47608,35.58555,18.57,0.15001111111111112,16.0,6.7,75.6,0.0,1.7
BG,2022,1912194.5019999999,58667.165,1831068.187,474150.05,612079.8670000001,744838.265,747182.165,79555.168,651962.934,150960.746,118862.303,69424.7,135780.8,4.0,544.09355,15234.57936,197139.8429,223093.68081,35.15512,18.94,0.15810000000000002,26.0,7.8,64.3,0.0,1.9
BG,2023,1819360.0219999999,62361.333,1746163.653,421116.708,567402.538,757644.409,554512.844,77345.098,461765.637,147198.606,113341.22,70734.6,138342.8,1.9,487.27679,13643.45983,137947.66986,162077.95604,34.66463,16.58,0.15926666666666667,29.0,6.3,63.0,0.0,1.7
CY,1990,202289.392,1560.432,177564.055,56756.251000000004,36195.066,84612.73999999999,37000.532,0.0,37000.532,0.0,0.0,,,,56.586529999999996,1584.31273,18787.1684,20706.14546,1.23123,,,,,,,
CY,1991,203174.11599999998,1883.7659999999998,207642.983,85932.864,37273.884000000005,84436.233,38931.16,0.0,38931.16,0.0,0.0,,,,57.677620000000005,1614.85324,20872.231379999997,22826.52372,1.2512500000000002,,,,,,,
CY,1992,227346.12099999998,2221.158,215230.245,77606.006,42875.715000000004,94748.52399999999,45547.769,0.0,45547.769,0.0,0.0,,,,59.48943,1665.65399,22554.78225,24639.76515,1.38138,,,,,,,
CY,1993,246424.209,1827.534,220965.257,80818.393,44075.326,96071.533,48546.8,0.0,48546.8,0.0,0.0,,,,61.70164,1727.50578,23513.78029,25683.66801,1.46146,,,,,,,
CY,1994,291670.878,1757.244,229268.979,83086.046,46230.882,99952.049,50327.473,0.0,50327.473,0.0,0.0,,,,62.772710000000004,1757.56581,24534.41991,26733.576869999997,1.42142,,,,,,,
CY,1995,250384.024,1616.664,239013.799,84272.179,48724.346,106017.277,46803.613,0.0,46803.613,0.0,0.0,11594.4,11594.4,,64.66460000000001,1810.34854,23882.0582,26165.95982,1.5215200000000002,,,,,,,
CY,1996,285750.466,2094.636,252493.771,92527.54000000001,50346.477,109619.755,48902.936,0.0,48902.936,0.0,0.0,11739.2,11739.2,1.2,66.27620999999999,1855.60375,25275.70045,27605.638059999997,1.48148,,,,,,,
CY,1997,267953.958,2432.0249999999996,253284.286,86780.582,52148.498999999996,114355.205,51133.464,0.0,51133.464,0.0,0.0,12049.2,12049.2,2.6,66.63657,1865.91405,25822.6969,28162.99486,1.45145,,,,,,,
CY,1998,283577.07200000004,2474.199,264460.232,89647.757,55056.933000000005,119755.542,56063.119,0.0,56063.119,0.0,0.0,12785.5,12785.5,6.1,66.91685000000001,1873.80193,27315.418130000002,29700.01034,1.52152,,,,,,,
CY,1999,275450.897,2755.359,271817.58499999996,92104.609,56768.881,122944.09300000001,58837.22,0.0,58837.22,0.0,0.0,13424.5,13424.5,5.0,67.03697,1876.5246499999998,28551.76324,30951.7208,1.5015,,,,,,,
CY,2000,303415.97,2642.8949999999995,282109.752,94884.364,61350.472,125874.916,63167.072,0.0,63167.072,0.0,0.0,14225.3,14225.3,6.0,68.47841,1917.22531,29661.84221,32132.890789999998,1.5515500000000002,,,,,,,
CY,2001,306902.884,3275.502,283990.612,91280.278,62717.475999999995,129992.853,66559.724,0.0,66559.724,0.0,0.0,14787.6,14787.6,4.0,71.03096,1989.01703,29047.79878,31642.20059,1.67167,,,,,,,
CY,2002,307327.479,2347.677,288369.05700000003,90927.18299999999,68507.533,128934.345,70945.804,0.0,70945.804,0.0,0.0,15338.1,15338.1,3.7,72.99292,2043.90186,29884.56471,32562.60007,1.7017,,,,,,,
CY,2003,318102.04,2235.216,304123.384,94713.246,72701.226,136708.912,75950.437,0.0,75800.485,0.0,0.0,15740.5,15740.5,2.6,72.40233,2027.45543,31652.58096,34333.1989,1.7017,,,,,,,
CY,2004,304941.606,2994.1530000000002,312447.343,95624.32400000001,72522.808,144300.20799999998,78754.628,0.0,78275.41500000001,0.0,0.0,16531.7,16531.7,5.0,71.71163999999999,2008.02602,32490.11766,35166.0309,1.6216199999999998,,,,,,,
CY,2005,304463.366,2305.341,312167.246,67279.563,97534.822,147352.864,82036.421,0.0,81499.572,0.0,0.0,17333.9,17333.9,4.9,69.93987,1958.47652,33386.61326,36013.66769,1.51151,2.48,,,,,,
CY,2006,321919.617,3106.5060000000003,315823.535,59728.269,109278.687,146816.58000000002,87200.037,0.0,86564.034,0.0,0.0,18151.0,18151.0,4.7,70.11004,1962.91095,34409.40503,37074.61758,1.53153,2.57,,,,,,
CY,2007,340078.108,3022.025,330933.622,61478.173,112622.833,156832.614,91301.921,0.0,89721.60399999999,0.0,0.0,19076.4,19076.4,5.1,70.43036000000001,1972.3603899999998,35771.51578,38472.664229999995,1.5015,2.7,0.13019999999999998,,,,,
CY,2008,366042.21599999996,2150.4579999999996,340158.155,61795.134,115395.10500000001,162967.91999999998,95176.517,0.0,93667.728,0.0,0.0,19772.1,19772.1,3.6,70.3703,1970.4885199999999,36734.01732,39455.5161,1.44144,2.85,0.1819222222222222,14.4,16.0,69.4,0.1,0.0
CY,2009,352153.87,2656.241,336806.104,54152.363,119264.27100000001,163389.468,97724.531,31.604,96253.528,20.828,20.828,19373.7,19373.7,-2.0,70.52045000000001,1974.6126399999998,36062.00598,38798.87011,1.4014,2.77,0.15163333333333334,13.7,15.2,71.0,0.1,0.0
CY,2010,342912.504,3085.367,332365.285,48783.772,116720.184,166861.328,99581.154,63.728,98108.707,26.032,26.032,19815.9,19815.9,2.3,71.02095,1988.43645,34759.19447,37559.99247,1.47147,2.67,0.18325000000000002,15.0,15.3,69.8,0.0,0.0
CY,2011,329264.304,2230.016,325678.203,43301.958,120121.571,162254.672,91799.587,180.46800000000002,90352.573,161.404,161.404,19898.5,19898.5,0.4,70.94086999999999,1986.0440600000002,33472.57914,36303.42716,1.45145,2.65,0.20784999999999998,15.1,15.5,69.4,0.0,0.0
CY,2012,306148.63300000003,1897.762,300213.318,35441.213,114806.519,149965.583,87442.087,161.536,86159.453,161.404,161.404,19212.5,19212.5,-3.4,70.22014999999999,1966.00404,31280.629380000002,34093.37932,1.41141,2.5,0.2643444444444445,18.0,15.3,66.6,0.0,0.0
CY,2013,278872.445,2558.2690000000002,275900.843,38260.566999999995,102499.193,135141.079,79108.279,218.816,77764.86,218.68,218.68,17946.9,17946.9,-6.6,68.92886000000001,1930.1181900000001,27354.2269,30103.183109999998,1.2812800000000002,2.18,0.24286666666666668,19.1,15.0,65.9,0.0,0.0
CY,2014,283964.881,2382.372,276748.036,46863.261999999995,99189.43400000001,130695.33799999999,80286.13399999999,242.528,78680.591,234.3,234.3,17628.2,17628.2,-1.8,68.90884,1929.98806,28425.5972,31186.31516,1.26126,2.22,0.21524444444444446,20.2,14.5,65.3,0.0,0.0
CY,2015,288936.031,2945.031,285908.946,43809.254,106519.772,135579.91999999998,83365.97,263.916,81673.743,265.53999999999996,265.53999999999996,18230.9,18230.9,3.4,69.68962,1951.3293800000001,28794.796029999998,31615.1836,1.3013,2.27,0.17390000000000003,21.1,14.7,64.0,0.2,0.0
CY,2016,303765.54,3603.282,298845.22000000003,44497.772,110876.679,143470.76799999998,89867.802,259.284,88012.32,260.332,260.332,19429.3,19429.3,6.6,71.68161,2007.23523,30743.112399999998,33670.39676,1.37137,2.42,0.14417222222222223,22.4,14.5,63.2,0.0,0.0
CY,2017,319747.12200000003,3127.8940000000002,311329.658,48439.119999999995,114404.297,148486.24,92004.615,279.77200000000005,89987.455,280.584,280.584,20546.6,20546.6,5.8,72.89282,2040.6386,31020.11913,34034.07007,1.39139,2.53,0.16804444444444444,24.8,14.3,61.0,0.0,0.0
CY,2018,326001.855,2162.1859999999997,314438.338,46922.271,118241.55399999999,149274.513,92884.344,267.568,90661.483,280.376,280.376,21835.2,21835.2,6.3,73.88381000000001,2069.08702,30638.17757,33726.25256,1.41141,2.55,0.18549444444444443,26.0,14.0,60.0,0.0,0.0
CY,2019,331627.599,2508.648,323672.582,47107.272,125653.90699999999,150911.402,94231.08099999999,265.864,91784.155,267.996,267.996,23118.2,23118.2,5.9,75.40532999999999,2111.5894799999996,30686.39574,32973.560620000004,1.47147,2.54,0.19520555555555555,26.5,13.6,59.9,0.0,0.0
CY,2020,312236.59500000003,3246.428,303126.586,50529.289000000004,117975.37700000001,134621.919,88381.228,281.74,85748.01299999999,193.256,193.256,22373.6,22373.6,-3.2,77.56748999999999,2171.8496800000003,28567.078540000002,30983.23228,1.5015,2.2,0.16745555555555555,9.1,11.5,79.3,0.1,0.0
CY,2021,322019.896,3002.125,313795.927,50715.457,118856.18,144224.29,92608.53099999999,273.004,88919.46800000001,193.592,193.592,24921.6,24921.6,11.4,79.22915,2218.55634,28876.51767,31437.98658,1.52152,2.31,0.1823611111111111,12.6,11.1,76.3,0.0,0.0
CY,2022,330526.828,1916.0620000000001,317550.71400000004,51350.467000000004,123569.711,142630.535,94870.563,209.05200000000002,90320.647,209.05200000000002,209.05200000000002,26717.2,26717.2,7.2,78.57849999999999,2199.83764,29316.89761,31954.0221,1.51151,2.48,0.26224444444444445,23.3,12.0,64.7,0.0,0.0
CY,2023,332211.82899999997,2139.609,318410.631,51442.369,118072.106,148896.157,95019.338,186.128,88722.23000000001,188.168,188.168,27455.6,27455.6,2.8,78.76868999999999,2205.4432399999996,29601.602030000002,32320.3881,1.5015,2.52,0.30367777777777777,27.4,12.0,60.6,0.0,0.0
CZ,1990,6892544.6219999995,106040.766,6126873.33,3127106.3000000003,2457686.997,542080.031,1043362.5700000001,85594.193,821420.286,778257.421,454343.95,,,,2241.55932,62764.041339999996,673228.8563,750397.49785,53.703649999999996,,,,,,,
CZ,1991,6081729.31,107163.16,5477661.734999999,2617468.859,2383871.962,476320.913,1010710.629,88040.277,794110.369,802722.166,453866.23699999996,,,,2103.5014,58898.02919,616423.27747,688165.23776,47.80776,,,,,,,
CZ,1992,5760099.043,151373.553,5387394.935,2847232.479,1932624.447,607538.009,984886.1680000001,92281.094,763623.351,819755.719,453861.029,,,,1945.944,54486.421989999995,601830.4292,667424.4476900001,41.25121,,,,,,,
CZ,1993,5427101.505,157478.071,5217603.774,2568856.094,2038883.244,609864.439,973850.675,98841.473,752892.4469999999,837829.2980000001,453445.80000000005,,,,1924.2923700000001,53880.21639,580338.07832,644976.2919600001,39.90987,,,,,,,
CZ,1994,5048475.452,147106.063,4833248.573,2182709.54,1998344.743,652194.2930000001,965650.2,109375.566,738295.606,806175.473,475900.776,,,,1818.82701,50927.0762,549956.75735,611456.4556100001,39.219179999999994,,,,,,,
CZ,1995,5077939.204,149050.779,4702242.374,2125164.449,2014740.86,562337.065,1010443.529,134155.05,759593.405,873699.214,544490.573,126650.5,3350538.0,,1786.8250400000002,50030.7808,553606.23318,616110.97548,45.735690000000005,,,,,,,
CZ,1996,5117317.387,158836.538,4726622.274,2060667.9379999998,1900095.206,765859.13,1063816.893,147683.489,783149.85,941890.699,593555.437,131930.0,3490208.0,4.2,1781.4897100000003,49881.6318,570770.16997,633005.6733,44.21417,,,,,,,
CZ,1997,5406366.411,159831.555,4660748.777,2029279.825,1841358.491,790110.463,1075016.396,148812.809,786884.577,892508.232,565923.748,131143.9,3469412.0,-0.6,1728.0663399999999,48386.18785,550165.73612,610821.211,42.60256,,,,,,,
CZ,1998,5147968.377,161042.61599999998,4479698.286,1880460.563,1788870.419,810367.306,1077494.383,150607.544,783135.792,777321.53,502838.681,130628.3,3455772.0,-0.4,1653.01136,46284.238,527268.9422,585806.71149,41.49145,,,,,,,
CZ,1999,4765448.148,140098.616,4308201.984,1561488.354,1857510.935,889202.692,1063947.762,175883.742,745676.031,723983.306,438479.287,132428.8,3503405.0,1.4,1563.54198,43779.065330000005,493522.65963,549067.2287099999,38.8388,,,,,,,
CZ,2000,5011515.104,149738.9,4482924.993,1712224.9540000001,1868526.002,902174.037,1225688.3120000002,194266.972,840955.24,679456.04,444217.01399999997,137740.1,3643915.0,4.0,1432.16073,40100.310249999995,536066.18065,589409.51069,43.05301,,,,,,,
CZ,2001,5075091.409,167366.608,4541614.029,1642523.296,1950092.646,948998.085,1238123.838,208186.391,845085.648,728480.552,482649.897,141758.3,3750216.0,2.9,1353.36201,37893.97612,539491.53258,592612.9909699999,49.08904,,,,,,,
CZ,2002,5058431.427,166481.927,4419300.009,1574322.6469999999,1853948.6300000001,991028.737,1231269.4980000001,201295.239,853286.836,693851.123,453721.75,143903.8,3806974.0,1.5,1325.71439,37119.87279,525903.13776,577488.0111,45.21517,,,,,,,
CZ,2003,5180263.479,179786.969,4620850.215,1546454.751,1954424.3669999999,1119971.098,1297809.126,200160.725,925525.2,717534.869,500713.067,148653.8,3932636.0,3.3,1305.97467,36567.531,538420.35247,586827.45121,34.3343,,,,,,,
CZ,2004,5339802.161,168871.197,4660886.059,1597615.23,1905645.465,1157625.368,1309657.936,211743.11000000002,919758.764,699122.86,490679.854,155694.5,4118899.0,4.7,1263.11185,35367.12179,540127.3377500001,589973.21383,43.453410000000005,,,,,,,
CZ,2005,5321579.681,172312.152,4615652.4969999995,1578473.526,1797660.843,1239518.13,1288863.191,208235.293,896593.632,672074.314,451775.772,165620.1,4381480.0,6.4,1322.31099,37024.89791,533058.57605,584546.70274,43.43339,42.51,,,,,,
