geo,TIME_PERIOD,AFC,DL,FC_E,FC_IND_E,FC_OTH_E,FC_TRA_E,GEP,GEP_MAPCHP,GEP_MAPE,GHP,GHP_MAPCHP,PIB_real_MEUR,PIB_real_NAC,PIB_growth_pct,EMI_CH4,EMI_CH4_CO2E,EMI_CO2,EMI_GHG,EMI_N2O,EFF_PEC_EED,CONS_ELECT_ANNUAL,TRANS_AC,TRANS_BUS_TOT,TRANS_CAR,TRANS_SEAV,TRANS_TRN
DK,1992,2666645.342,113906.985,2620634.817,539129.899,1294598.385,786906.533,566666.736,514521.101,38823.382,523049.592,328587.739,200152.2,1491974.5,2.0,791.34055,22157.35522,267801.99446,305727.41199,58.81876,,,,,,,
DK,1993,2750312.465,121702.925,2707537.511,538107.867,1369783.378,799646.264,624384.008,562421.2339999999,47431.538,554460.006,375020.641,199994.3,1490797.3,-0.1,817.76695,22897.43456,277199.77285,315661.09575,57.21716,,,,,,,
DK,1994,2753459.63,110985.45300000001,2694211.596,544980.93,1318865.7040000001,830364.973,744424.873,633460.759,93654.087,545871.641,377625.27,210583.4,1569730.5,5.3,817.8370199999999,22899.22635,296774.84837,335208.48361,56.62657,,,,,,,
DK,1995,2787740.093,124552.182,2741144.402,563747.333,1332152.396,845244.679,666003.857,549614.4400000001,95682.05,571531.307,409486.056,216980.9,1617419.2,3.0,839.78895,23514.02053,281086.38558,320265.13519,56.50645,,,,,,,
DK,1996,2895566.3140000002,146110.974,2843312.035,564811.846,1423767.892,854732.297,971408.304,811912.4230000001,132021.956,628922.901,471058.594,223264.2,1664255.6,2.9,860.90004,24105.1811,345683.41808,385008.68406,54.14409,,,,,,,
DK,1997,2839573.92,125314.11099999999,2772304.975,561879.026,1342345.023,868080.9310000001,789159.25,681360.893,77306.656,590283.058,446265.829,230338.2,1716987.3,3.2,854.40355,23923.34945,298674.6763,337823.79631,54.10405,,,,,,,
DK,1998,2870212.0530000003,129565.22,2747405.288,550879.695,1325297.3269999998,871228.263,718656.645,595415.253,88251.148,600171.7829999999,454841.183,235696.6,1756929.6,2.3,866.6157499999999,24265.311069999996,278536.16791,318318.92092,54.194140000000004,,,,,,,
DK,1999,2776653.636,122022.23,2729842.849,555117.948,1301370.296,873354.5989999999,672199.795,543368.019,85978.446,579024.978,437133.366,242690.4,1809063.1,3.0,859.83898,24075.36131,264729.5651,304383.04897,53.37332,,,,,,,
DK,2000,2729405.858,120416.799,2663115.521,536826.039,1255085.824,871203.66,614093.586,462548.845,106226.582,551915.257,411618.188,251728.3,1876432.7,3.7,855.79494,23962.41848,244350.73663,283990.42672,53.04299,,,,,,,
DK,2001,2803185.44,131530.579,2733406.2569999998,553445.317,1302430.518,877530.424,643198.236,511329.94499999995,89155.543,600473.768,450562.622,254119.8,1894259.4,1.0,875.82495,24522.80831,251542.67138,291249.69874,51.431380000000004,,,,,,,
DK,2002,2749654.22,126476.023,2691481.828,519342.651,1283857.709,888281.4670000001,668263.566,533541.511,92290.467,592907.21,444689.514,255279.9,1902907.3,0.5,871.8509799999999,24411.86748,251397.18604,290820.17965,50.62057,,,,,,,
DK,2003,2792771.149,128679.758,2751800.523,522118.987,1307694.242,921987.2829999999,793519.933,668183.905,80964.442,612463.3859999999,446209.86,256405.9,1911300.9,0.4,869.04818,24333.14884,276528.70245,315730.42501,49.92988,,,,,,,
DK,2004,2825985.96,124573.552,2773071.6210000003,529890.611,1300493.171,942687.836,680095.679,542154.351,93841.526,611957.036,439005.16,263524.6,1964365.3,2.8,856.5657100000001,23983.47952,248004.38663,286385.44935,47.76772,,,,,,,
DK,2005,2783443.654,119281.062,2790890.408,520672.966,1312862.0489999999,957355.3929999999,607139.5869999999,466203.91599999997,93565.054,607934.902,428513.763,269742.8,2010716.6,2.4,832.9120800000001,23321.298,230445.34513,267171.85495,43.66362,19.44,,,,,,
DK,2006,2851903.283,119596.708,2834667.702,532790.529,1323311.371,978565.802,782137.676,651820.447,86864.095,606227.121,421307.75299999997,280037.5,2087455.4,3.8,814.1933799999999,22797.25448,270634.2639,306770.65419,43.22318,20.83,,,,,,
DK,2007,2869935.539,121703.601,2843971.079,514894.937,1311344.523,1017731.62,670217.623,527529.392,102646.492,592709.354,389004.403,282801.9,2108062.2,1.0,805.0742700000001,22542.45994,246878.44181,283079.98719,44.15411,20.36,0.5459222222222222,,,,,
DK,2008,2769789.938,127056.91500000001,2802178.282,491068.28,1305138.142,1005971.861,620541.502,481948.82,98864.901,610749.093,390838.443,281622.1,2099267.8,-0.4,792.8120200000001,22198.586410000004,230044.49468,265886.73111,44.11407,19.85,0.6194388888888889,9.7,8.6,72.4,1.9,7.4
DK,2009,2670498.826,131852.46600000001,2678764.945,422061.962,1302426.163,954276.819,619098.218,486784.75700000004,95781.524,627489.779,399603.837,267612.9,1994840.2,-5.0,773.1323600000001,21647.7261,220635.75533999997,255707.94249000002,43.08304,19.06,0.5870500000000001,10.2,9.1,70.2,2.1,8.3
DK,2010,2821601.707,150863.20799999998,2795745.79,438397.607,1411008.484,946339.701,654661.528,503620.543,111836.606,714258.783,467690.291,271849.0,2026416.4,1.6,789.9591700000001,22118.72663,220828.0074,255826.73116,42.1421,19.93,0.6026888888888888,10.8,9.1,69.1,2.4,8.5
DK,2011,2694478.192,130761.56700000001,2652417.217,433716.937,1274821.962,943878.316,587010.9029999999,410124.956,138935.48599999998,632568.716,399813.274,275412.4,2052978.8,1.3,765.7549899999999,21441.33992,195916.9212,230144.54463,42.09205,18.5,0.6619555555555556,11.4,8.7,69.3,2.0,8.6
DK,2012,2635568.488,132160.07,2532512.291,402514.376,1246320.566,883677.348,507122.844,325460.462,145782.14299999998,653322.076,395008.04099999997,275397.4,2052867.3,0.0,747.20646,20921.82092,174636.60214,208204.55656,41.19115,17.73,0.6599388888888889,11.5,8.5,69.2,2.0,8.9
DK,2013,2606460.012,128266.383,2501454.0579999997,378136.196,1254428.726,868889.137,580592.952,381893.006,157552.526,653294.696,397368.01900000003,279232.8,2081457.0,1.4,735.7950599999999,20602.221639999996,183894.53081999999,217007.82103,41.041,17.82,0.6519888888888888,11.9,8.4,68.9,2.0,8.8
DK,2014,2479232.022,118513.666,2394062.239,364157.61,1153676.256,876228.374,529280.071,300630.398,184462.957,596043.427,324387.08,282801.4,2108058.0,1.3,727.5268,20370.720370000003,163860.31662,196790.11352,41.59155,16.91,0.66355,12.1,8.3,69.2,2.1,8.3
DK,2015,2541961.423,120997.647,2483845.728,359278.201,1210094.85,914472.676,464769.33,217812.911,199176.414,629283.433,322674.22599999997,288752.7,2152420.3,2.1,719.4887699999999,20145.76564,150431.26098000002,182788.84623999998,41.67162999999999,16.82,0.6569222222222222,12.0,8.4,69.6,2.0,8.0
DK,2016,2631865.978,126443.405,2549590.816,373138.798,1249756.147,926695.869,498373.02900000004,271131.965,180183.87,650753.468,340669.91699999996,297626.2,2218565.2,3.1,726.8060800000001,20349.999669999997,159212.31326,192063.45158,42.62258,17.28,0.6614722222222222,12.4,8.4,69.8,2.0,7.5
DK,2017,2676166.447,123713.04699999999,2546709.145,393261.377,1229164.665,924283.101,499168.048,242682.005,208456.008,657578.486,350813.779,306723.1,2286375.1,3.1,725.36464,20310.57028,147358.24103,179996.89708,42.80276,17.4,0.6513055555555556,12.8,8.5,69.6,1.9,7.3
DK,2018,2683007.7060000002,130733.44200000001,2544670.0500000003,398692.959,1210323.414,935653.685,489868.07800000004,241986.702,195879.771,651140.41,330959.68200000003,312428.1,2328901.8,1.9,729.7189900000001,20432.14173,148866.52781,181312.91178,41.16112,17.41,0.6836222222222222,13.1,8.2,69.7,1.9,7.1
DK,2019,2638158.261,122174.801,2477964.441,386314.51900000003,1172023.493,919626.43,463141.689,181054.378,227655.32799999998,638504.957,321820.728,317775.0,2368758.7,1.7,712.89218,19961.10116,130612.29181,162410.78854,41.68164,16.88,0.653511111111111,12.8,7.8,70.5,1.9,6.9
DK,2020,2475391.512,124362.289,2374997.843,393901.867,1127304.534,853791.446,450804.486,162992.41,230139.635,617074.578,292474.284,312118.3,2326592.3,-1.8,708.24754,19831.05124,118057.79986,149767.47785999998,42.08204,15.47,0.615361111111111,4.1,6.5,82.5,1.3,5.6
DK,2021,2559236.82,129915.003,2503020.528,426333.887,1205376.899,871309.743,530860.922,244892.267,226159.945,677877.4180000001,342887.374,332406.8,2477826.7,6.5,719.2985799999999,20140.43031,122784.78212,153980.55673,39.50946999999999,16.32,0.7121333333333334,4.2,6.6,82.0,1.4,5.7
DK,2022,2398397.15,119441.647,2362740.78,406730.223,1094939.789,861070.764,554073.626,212762.882,268238.56,623862.505,306251.225,333882.1,2488824.1,0.4,693.0924,19406.86748,117745.53791,147933.00522,38.61858,15.71,1.2652166666666667,9.6,9.7,71.9,1.9,6.9
DK,2023,2344825.549,121094.198,2338660.589,374798.306,1109099.805,854762.4809999999,520872.62,162147.874,273009.357,639349.969,298924.304,335900.7,2503871.2,0.6,648.6680200000001,18162.67453,106325.83962,134501.22686,35.71567999999999,15.35,0.9245388888888889,11.1,8.9,71.1,1.9,6.9
EE,1990,1220320.729,41264.52,987053.286,426253.66599999997,380978.092,179821.529,248628.96600000001,246342.204,0.0,456109.004,188699.389,,,,167.04688,4677.18251,168851.51283,176338.21205,10.60059,,,,,,,
EE,1991,1174823.071,35974.277,962466.7119999999,435517.471,363704.121,163245.12099999998,211862.732,209772.783,0.0,443717.17799999996,210778.19,,,,161.52136000000002,4522.8183,155527.82245,162797.0344,10.37036,,,,,,,
EE,1992,651419.822,40310.850999999995,625520.556,249437.717,288790.565,87292.275,169135.927,168001.917,0.0,291781.93799999997,169220.014,,,,137.35721999999998,3846.43259,112003.42153,118189.25117999999,8.7087,,,,,,,
EE,1993,571793.892,36792.812,543782.683,229828.864,219930.25400000002,94023.559,131310.657,130654.621,0.0,224567.994,129399.557,,,,116.20609,3253.72047,87085.53854000001,92258.92676,7.08708,,,,,,,
EE,1994,630665.434,45871.755,537484.148,187947.017,233637.102,115900.034,129656.506,127744.623,0.0,226840.702,79692.977,,,,111.8117,3130.6775500000003,90155.34528,95084.49951,6.6066,,,,,,,
EE,1995,574280.8470000001,52636.19,502149.232,142134.136,246192.43,113822.663,122913.375,120429.804,32.802,135868.818,46810.382,10822.3,10822.3,,104.47437,2925.0221,79997.37746,84586.97247000001,6.05605,,,,,,,
EE,1996,605018.908,57327.93,555693.85,162337.457,273188.768,120167.622,128681.82,126024.869,32.802,144927.089,48929.486,11357.3,11357.3,4.9,105.14504,2943.9810399999997,84269.89571,88824.46573,5.79579,,,,,,,
EE,1997,585858.044,51454.798,544042.564,142834.554,274851.337,126356.674,130870.177,13893.944,114384.88100000001,148442.88,47843.902,12839.4,12839.4,13.1,107.93783,3022.5495300000002,82451.63927,87113.59657000001,5.87587,,,,,,,
EE,1998,551852.9450000001,44607.878,500048.558,124244.279,245484.20500000002,130320.073,122257.338,15229.45,104239.726,131883.13,38484.948000000004,13396.6,13396.6,4.3,105.31521000000001,2949.02608,74147.16309,78802.3236,6.03603,,,,,,,
EE,1999,517752.601,42123.36,461122.152,103685.346,236150.71600000001,121286.087,118377.342,14760.85,102102.916,130223.50899999999,40697.776,13339.7,13339.7,-0.4,98.37827999999999,2754.5217700000003,70966.73584,75284.25905000001,5.43543,,,,,,,
EE,2000,479018.862,36721.174,460715.569,105421.282,234421.38400000002,120872.9,120846.856,15571.527,103171.32,116734.383,43285.479999999996,14685.3,14685.3,10.1,101.08098000000001,2830.6278,69123.42437,73602.67915,5.63563,,,,,,,
EE,2001,540270.728,38767.34299999999,510647.392,118223.755,248496.44400000002,143927.185,120425.117,15093.557999999999,102833.93,117139.2,44363.259,15548.9,15548.9,5.9,104.13403,2916.03312,70990.04913,75554.28881,5.52552,,,,,,,
EE,2002,495221.702,36046.62,501633.798,107132.4,243580.247,150921.15399999998,121474.78,12741.192,104633.35,117158.724,41248.376000000004,16626.9,16626.9,6.9,100.30019999999999,2808.0852800000002,70256.43625,74675.36076,5.36536,,,,,,,
EE,2003,510564.311,34660.115,520761.33999999997,121332.628,253418.41,146010.303,144426.73,13964.233,126821.486,111447.03099999999,40697.78,17890.0,17890.0,7.6,100.21011,2805.93313,80272.61241999999,84759.76509,5.57557,,,,,,,
EE,2004,579315.243,34376.831,531020.048,124174.08,258445.633,148400.342,146198.032,12656.843,131076.359,116272.294,39075.905,19106.6,19106.6,6.8,102.2021,2861.68883,79303.35412999999,83940.24639,5.83583,,,,,,,
EE,2005,601255.744,29166.125,536230.789,128667.93,251551.322,156011.537,144859.363,13223.849,129164.47899999999,115670.921,37979.907999999996,20926.2,20926.2,9.5,100.76066,2821.26845,77074.03704,81736.23457999999,5.97597,5.28,,,,,,
EE,2006,617667.371,30577.121,539000.926,122598.003,249409.695,166993.231,138350.86800000002,13355.056,122721.234,116513.095,37162.460999999996,22969.1,22969.1,9.8,100.14004,2804.1113100000002,71410.40907,76072.71672,5.9059,5.22,,,,,,
EE,2007,696886.6170000001,34142.833,579651.035,136708.357,268127.71,174814.96899999998,172943.921,10893.135,159774.66,111327.276,32246.08,24708.1,24708.1,7.6,99.40931,2783.27049,87552.47501,92324.97274,6.27627,6.15,0.42333333333333334,,,,,
EE,2008,617822.879,29257.424,574189.704,133867.932,271156.315,169165.457,150483.995,11795.429,136767.202,107367.624,29801.556,23441.7,23441.7,-5.1,98.12803,2747.5147699999998,77459.97259,82260.30813,6.63663,5.38,0.43985,15.8,13.2,65.4,3.8,1.7
EE,2009,476787.011,26378.349000000002,523235.302,96693.344,271491.726,155050.23200000002,127237.313,11857.978,113743.664,109489.329,42190.782999999996,20012.1,20012.1,-14.6,98.37827999999999,2754.73198,62325.633369999996,67065.93894,6.32632,4.33,0.4818944444444444,14.9,12.1,67.3,4.1,1.6
EE,2010,598276.559,25568.879999999997,551704.367,104880.732,282754.376,164069.25699999998,188393.722,20643.822,166009.97999999998,114141.473,47371.401,20502.4,20502.4,2.4,99.15906,2776.54377,85078.45346,89937.69785,6.566559999999999,5.83,0.5061222222222223,16.7,11.4,66.6,3.7,1.6
EE,2011,565896.809,22661.369,534560.888,106814.429,264813.762,162932.694,187552.75,17502.117,168297.653,103579.785,41387.653,22062.0,22062.0,7.6,96.07597999999999,2689.86718,85826.47073,90633.53299,6.63663,5.69,0.09863333333333334,18.1,10.9,65.7,3.7,1.5
EE,2012,519599.56999999995,25997.372,541426.904,101636.947,275007.095,164782.862,176016.53,18887.328999999998,155482.697,110416.111,46102.274,22872.1,22872.1,3.7,97.75766,2736.8341,80877.12633,85839.72397,6.96696,5.2,0.10669444444444445,18.6,11.3,65.0,3.6,1.4
EE,2013,577065.97,25290.768000000004,544870.867,117157.016,266929.08,160784.77300000002,192353.635,20449.638,170367.153,106331.504,52013.125,23273.8,23273.8,1.8,96.94685,2714.59188,91139.4484,96095.11912,6.91691,5.72,0.1308111111111111,18.5,11.2,65.4,3.6,1.3
EE,2014,544482.819,24265.573,532815.576,101830.106,269673.865,161311.601,181727.831,20890.12,159909.211,100463.605,55239.95,24047.2,24047.2,3.3,95.03494,2660.6880300000003,88472.17379,93444.22087,7.107099999999999,5.48,0.1256611111111111,18.0,11.0,66.0,3.5,1.6
EE,2015,483637.677,21071.622,528694.08,98292.81,265113.898,165287.37,149497.525,20665.885000000002,125899.978,98366.95599999999,52941.494,24489.2,24489.2,1.8,87.69761,2455.31286,74768.66397,79614.3348,7.36736,4.76,0.12437777777777777,17.5,12.5,65.2,3.4,1.5
EE,2016,625090.871,22653.877,533223.1190000001,80780.41,283547.399,168895.304,179679.481,21059.993,154377.618,116622.079,56707.341,25246.7,25246.7,3.1,86.13605,2411.7693600000002,83963.95006999999,88753.75508999999,7.25725,5.96,0.12175,16.5,14.6,64.0,3.3,1.6
EE,2017,581043.13,24235.006999999998,536634.258,81296.93000000001,280577.918,174759.405,196356.967,25326.117000000002,168115.691,117092.187,51547.789,26669.2,26669.2,5.6,87.23715,2442.6602199999998,89343.24399,94233.02889,7.5075,5.78,0.11997222222222222,17.8,13.9,63.3,3.2,1.8
EE,2018,566530.171,22459.046000000002,551279.7999999999,85145.059,284836.373,181298.37,184332.018,25195.11,156947.99,120594.718,64313.444,27655.9,27655.9,3.7,88.22814,2470.6081400000003,86974.24736,91880.45867,7.467460000000001,5.6,0.12855,19.0,13.3,62.5,3.2,2.0
EE,2019,563609.978,17786.189,538429.249,80781.507,275498.729,182149.009,118781.212,25243.884,91899.941,106672.97899999999,63625.677,28686.6,28686.6,3.7,89.1891,2497.62513,59285.926699999996,64327.97371,7.907900000000001,4.79,0.12713888888888888,18.6,14.0,62.7,3.0,1.7
EE,2020,558147.7930000001,16387.933,515511.062,69884.141,273618.147,172008.777,98139.01299999999,29719.944000000003,65168.67,103609.213,61879.600999999995,27859.3,27859.3,-2.9,86.25617,2415.22281,43108.64558,47980.26233,7.887880000000001,4.32,0.11664999999999999,5.2,9.2,81.8,2.0,1.8
EE,2021,556117.509,22080.894,524941.983,64053.381,279143.602,181744.998,113505.598,24622.262,85835.024,111229.72,68552.844,30159.0,30159.0,8.3,87.40732,2447.2848400000003,48808.54979,53790.2365,8.1081,4.45,0.15177222222222223,4.6,8.2,83.7,1.5,1.9
EE,2022,544990.666,26520.965,517846.451,61138.455,273416.711,183291.286,137426.991,22743.735,111670.057,117269.106,65184.453,29789.2,29789.2,-1.2,85.99591,2407.9055,56144.85877,61131.80073,8.21821,4.72,0.22009444444444445,9.8,10.6,75.3,2.3,2.1
EE,2023,501672.42,28746.232,488887.63899999997,58499.098,247394.397,182994.144,91659.175,19331.83,69750.214,118450.50600000001,60198.058,28971.8,28971.8,-2.7,84.44435999999999,2364.29193,42028.85687,46883.94711,7.93793,4.11,0.2035888888888889,12.4,12.0,71.4,2.3,2.0
EL,1990,2974388.925,39532.486000000004,2883308.646,812418.329,962242.701,1108647.625,644158.8640000001,0.0,628189.03,0.0,0.0,,,,975.49452,27313.80652,357280.01309,402247.12528,57.80775,,,,,,,
EL,1991,3073193.636,39401.244,2965399.061,801338.257,996320.231,1167740.585,655334.937,0.0,638263.893,0.0,0.0,,,,974.29332,27280.28303,356095.65992,401196.38558999996,57.06701,,,,,,,
EL,1992,3134804.0549999997,36946.849,2974811.3279999997,781518.083,995261.835,1198031.412,687883.785,0.0,670859.601,0.0,0.0,,,,983.8728899999999,27548.61109,365116.56181,409780.23086,56.01596,,,,,,,
EL,1993,3077967.8340000003,41511.159999999996,2970269.822,757875.996,997776.609,1214617.216,704743.959,0.0,689280.208,0.0,0.0,,,,986.71573,27627.9003,362432.21014,407577.22005,52.4524,,,,,,,
EL,1994,3225897.7,43579.607,2997688.282,757723.427,1019101.315,1220863.536,745310.5229999999,0.0,730315.373,0.0,0.0,,,,993.3423499999999,27813.775990000002,373325.39243999997,419533.79468,51.73168,,,,,,,
EL,1995,3229789.4869999997,43254.029,3081934.171,815544.702,1036183.712,1230205.76,758243.841,0.0,742194.344,0.0,0.0,149989.6,149989.6,,1007.1461400000001,28200.26209,373045.11244,422407.26528,53.04299,,,,,,,
EL,1996,3408325.938,44158.236000000004,3321473.643,864455.012,1190302.567,1266716.066,774761.936,0.0,758332.875,0.0,0.0,152063.2,152063.2,1.4,1021.48046,28601.542970000002,381546.83567,432726.14385,54.22417,,,,,,,
EL,1997,3500230.246,44858.158,3426792.515,881311.923,1236936.9819999998,1308543.608,792545.248,51358.392,723516.008,5373.264,5373.264,157541.8,157541.8,3.6,1018.69768,28523.35486,403566.29313,455197.8431,53.50345,,,,,,,
EL,1998,3680640.363,43483.267,3599043.151,887908.003,1286222.346,1424912.804,840520.3559999999,52295.588,771402.084,5461.776,5461.776,162956.4,162956.4,3.4,1042.25121,29182.94379,424783.01866,478163.27559,53.54349,,,,,,,
EL,1999,3642833.822,45574.134,3549886.3499999996,822131.518,1290006.423,1437748.411,886382.089,54563.604,814677.1510000001,5742.936,5742.936,167289.1,167289.1,2.7,1034.40337,28963.434500000003,422187.5658,476786.40009,53.17312,,,,,,,
EL,2000,3774139.989,60369.367,3661642.505,891169.971,1363903.5219999999,1406569.01,956193.885,43898.304000000004,893907.781,6112.608,6112.608,174211.2,174211.2,4.1,1045.47443,29273.053809999998,446365.26934999996,498352.62477,51.1511,,,,,,,
EL,2001,3924765.001,69638.6,3800182.071,901109.422,1443510.099,1455562.55,955687.801,44591.828,894493.53,6123.0199999999995,6123.0199999999995,182312.8,182312.8,4.7,985.0640800000001,27581.73418,456472.24623,505756.20094999997,50.47042,,,,,,,
EL,2002,3998951.421,54626.789000000004,3863631.124,883749.865,1503284.711,1476596.5489999999,964989.48,40824.296,905416.56,6003.268,6003.268,190850.7,190850.7,4.7,994.2933,27840.172360000004,454341.67779,504428.83491,50.28023,,,,,,,
EL,2003,4135162.19,66966.37299999999,4064400.725,855163.729,1663338.775,1545898.222,1023437.7629999999,99736.496,905135.398,10048.832,10048.832,201914.0,201914.0,5.8,1000.8498500000001,28023.75576,471788.72741000005,521443.59267000004,49.91987,,,,,,,
EL,2004,4171691.149,71316.026,4000359.609,796459.702,1628153.57,1575746.342,1035599.63,92688.774,925109.343,9460.484,9460.484,212772.7,212772.7,5.4,1004.89389,28137.149039999997,474821.347,524938.29388,49.7497,,,,,,,
EL,2005,4222715.29,76853.706,4098920.54,810201.246,1683022.143,1605697.149,1048935.137,132669.59399999998,896787.231,10668.426,10668.426,215290.8,215290.8,1.2,1011.0300199999999,28308.86058,491280.05926999997,541707.19603,48.778729999999996,30.29,,,,,,
EL,2006,4238682.891,69862.66500000001,4176313.584,825153.172,1699833.0699999998,1651327.347,1045692.741,145021.848,882226.8570000001,12230.42,12230.42,229162.9,229162.9,6.4,1013.3123,28372.864520000003,483616.71358,529967.22779,47.77773,30.27,,,,,,
EL,2007,4072162.455,67530.018,4272535.949,906651.0,1661400.5860000001,1704484.365,1093931.493,132894.522,944696.946,9043.952000000001,9043.952000000001,237199.3,237199.3,3.5,1020.9199,28585.64709,496878.40202,544584.98094,48.27823,30.31,0.09678888888888888,,,,,
EL,2008,4212455.837,69446.261,4099941.537,817800.414,1630260.7910000002,1651880.334,1092452.928,161628.978,908544.789,9564.614,9564.614,237335.7,237335.7,0.1,995.7447500000001,27880.9531,482120.66903,529531.53253,46.43639,30.48,0.10507777777777777,15.1,14.7,66.6,2.4,1.1
EL,2009,4074612.327,47117.197,3949171.77,657707.453,1472400.4679999999,1819063.855,1057102.721,138386.496,887445.8049999999,10673.631,10673.631,227559.1,227559.1,-4.1,964.18322,26996.91995,455345.85096,501577.31623999996,43.16312,29.43,0.10578333333333333,14.5,14.1,68.1,2.4,1.0
EL,2010,3805181.586,52832.661,3652305.497,658374.76,1365830.1,1628100.638,981117.6680000001,157036.712,784582.7930000001,10106.108,10106.108,214602.5,214602.5,-5.7,974.86389,27296.17891,425155.72099,472751.74947,43.81377,27.24,0.11143333333333333,15.3,14.2,67.2,2.3,0.9
EL,2011,3605365.296,40427.922,3612078.5640000002,615953.657,1536169.575,1459955.328,1007858.842,167480.908,799792.619,11746.202,11746.202,193406.7,193406.7,-9.9,969.72876,27152.67555,418808.16978,466213.85811000003,41.78174,26.65,0.11483333333333334,15.1,14.5,67.5,2.2,0.7
EL,2012,3502853.166,24534.203,3222063.91,561960.86,1437794.2319999998,1222308.818,1030655.603,173285.868,819519.536,9835.363000000001,9835.363000000001,177293.7,177293.7,-8.3,964.7137499999999,27011.79481,405872.97751,452863.92151,37.59756,26.54,0.12875,16.3,14.5,66.7,1.9,0.6
EL,2013,2919778.9189999998,50230.12,2846451.703,522307.69,1103769.318,1220374.696,953621.637,170385.471,752668.1410000001,9049.159,9049.159,173265.4,173265.4,-2.3,932.3113800000001,26104.74867,362045.47378999996,408621.5133,35.20517,23.42,0.1499111111111111,16.4,14.6,66.4,1.9,0.7
EL,2014,3051720.541,53670.335,2877051.292,573122.917,1078177.021,1225751.356,856465.9990000001,189064.704,638162.081,10793.382,10793.382,174638.1,174638.1,0.8,912.92201,25561.39586,346271.21528999996,392073.71203,33.82379,23.29,0.16237222222222222,17.3,14.3,65.8,2.0,0.7
EL,2015,3211215.3479999998,63644.375,3055933.266,582231.44,1222662.867,1251038.961,860498.476,144989.444,678292.477,10897.518,10897.518,174239.4,174239.4,-0.2,894.9340400000001,25058.04301,325887.97241,371305.8349,33.34331,23.39,0.16264444444444445,18.1,14.0,65.2,1.9,0.8
EL,2016,3276185.223,53994.065,3067562.645,572688.448,1211504.203,1283369.9980000001,881893.502,141018.872,709101.175,11110.992,11110.992,174184.0,174184.0,0.0,854.5737200000001,23927.853949999997,306528.09187,351268.50759,33.42339,23.06,0.15762777777777778,17.6,13.8,66.0,1.8,0.8
EL,2017,3217469.596,17662.608,3030014.965,512937.233,1251180.797,1265896.936,891407.935,143149.35,718700.164,11129.11,11129.11,176749.9,176749.9,1.5,884.75387,24773.19845,322957.11448,368613.93569,34.05402,23.24,0.1514388888888889,19.1,13.1,65.2,1.9,0.7
EL,2018,3035006.026,69758.204,2920259.548,504008.931,1132764.744,1283485.882,857944.348,129236.736,692358.103,11283.62,11283.62,180399.2,180399.2,2.1,893.75286,25025.050049999998,308483.92575,353730.19682,33.35332,22.61,0.15145555555555557,21.1,12.7,63.7,1.9,0.7
EL,2019,3153797.979,51485.021,2957013.33,469409.189,1172035.662,1315568.481,769250.688,115678.005,613045.973,11469.624,11469.624,184507.2,184507.2,2.3,871.00013,24387.8635,277964.33665,321603.12184000004,32.85282,22.29,0.14939444444444444,22.0,12.2,63.1,1.9,0.8
EL,2020,2748706.498,69000.147,2752937.772,447612.38300000003,1186538.645,1118786.743,732835.849,81923.439,608017.813,11155.794,10269.36,167539.5,167539.5,-9.2,854.47362,23925.12122,231548.53722,274059.5858,32.70267,19.24,0.1605611111111111,8.6,11.4,78.1,1.3,0.5
EL,2021,2818241.7029999997,73225.54000000001,2821573.035,451841.939,1166558.385,1203172.711,817990.698,56349.96,718357.407,9876.789,8722.2,182039.2,182039.2,8.7,886.4355499999999,24820.245450000002,240306.92686,283374.90181,32.65262,20.33,0.17848333333333333,12.9,10.5,74.5,1.6,0.5
EL,2022,2978562.128,72261.968,2932148.515,449139.802,1207211.695,1275797.016,792991.101,64859.46,680552.048,7427.099,6161.884,192494.9,192494.9,5.7,885.97509,24807.4827,241332.92183,283805.24172,31.52149,20.94,0.2917166666666666,22.3,11.0,64.2,1.8,0.7
EL,2023,2879083.978,73652.421,2853578.773,427379.88899999997,1093193.577,1333005.306,746333.605,41396.381,659071.007,6845.74,5674.244,196984.1,196984.1,2.3,891.53064,24962.82789,215516.90159999998,257885.0274,31.04101,19.88,0.22874999999999998,23.9,10.9,63.0,1.8,0.4
ES,1990,12137600.168,178961.119,10860399.443,3528186.492,2675077.33,4657135.622,2202468.96,28809.432,2099585.128,942.404,942.404,,,,3149.02588,88172.63455,913452.30977,1036821.01523,105.16506,,,,,,,
ES,1991,12769453.783,208643.44400000002,11314618.266,3611513.7369999997,2856808.9450000003,4846295.591,2250547.16,29990.3,2151021.534,833.064,833.064,,,,3048.2452000000003,85351.12586,954836.59271,1074367.26397,103.61350999999999,,,,,,,
ES,1992,12700019.73,196077.227,11478873.132,3422789.4329999997,2942229.778,5113853.918,2326722.524,0.0,2243555.219,0.0,0.0,,,,3094.8918,86656.79022,999111.6635499999,1120316.18699,100.72062,,,,,,,
ES,1993,12607261.176,184997.762,11246580.15,3302200.337,2906683.123,5037696.693,2273948.965,0.0,2179509.899,0.0,0.0,,,,3046.6736300000002,85306.95173,958362.9055,1076166.7917,96.71662,,,,,,,
ES,1994,13340540.217,188605.336,11803246.542000001,3526900.173,3062577.594,5213768.778,2353737.223,0.0,2199718.283,0.0,0.0,,,,3138.36523,87874.0863,1002771.13937,1129995.45659,113.113,,,,,,,
